Day,Open,High,Low,Close,Volume,Market Cap
"Sep 25, 2022",$72.06,$73.21,$71.87,$72.74,"$199,998","$199,998"
"Sep 24, 2022",$72.07,$73.61,$71.78,$72.24,"$220,647","$220,647"
"Sep 23, 2022",$75.33,$75.90,$70.29,$72.08,"$243,142","$243,142"
"Sep 22, 2022",$73.70,$76.01,$73.36,$75.33,"$755,578","$755,578"
"Sep 21, 2022",$75.51,$77.96,$72.95,$73.61,"$982,646","$982,646"
"Sep 20, 2022",$77.65,$78.24,$75.51,$75.53,"$977,930","$977,930"
"Sep 19, 2022",$77.29,$78.82,$76.91,$77.65,"$879,145","$879,145"
"Sep 18, 2022",$78.97,$81.38,$76.98,$77.28,"$987,404","$987,404"
"Sep 17, 2022",$77.15,$79.36,$76.14,$78.96,"$860,033","$860,033"
"Sep 16, 2022",$77.40,$80.19,$76.47,$77.15,"$825,026","$825,026"
"Sep 15, 2022",$76.08,$78.15,$75.36,$77.36,"$831,053","$831,053"
"Sep 14, 2022",$78.48,$79.26,$75.82,$76.08,"$867,571","$867,571"
"Sep 13, 2022",$84.44,$86.39,$77.11,$77.96,"$1,267,824","$1,267,824"
"Sep 12, 2022",$84.12,$84.91,$81.81,$84.44,"$1,256,553","$1,256,553"
"Sep 11, 2022",$83.04,$86.36,$82.50,$84.12,"$931,186","$931,186"
"Sep 10, 2022",$81.60,$84.74,$80.79,$83.02,"$974,272","$974,272"
"Sep 09, 2022",$77.87,$82.45,$77.78,$81.60,"$904,946","$904,946"
"Sep 08, 2022",$79.17,$79.96,$77.72,$77.89,"$790,696","$790,696"
"Sep 07, 2022",$77.62,$79.53,$75.36,$79.17,"$876,461","$876,461"
"Sep 06, 2022",$82.63,$83.90,$76.69,$77.62,"$1,170,210","$1,170,210"
"Sep 05, 2022",$84.82,$84.82,$81.85,$82.61,"$827,442","$827,442"
"Sep 04, 2022",$87.03,$87.32,$83.57,$84.83,"$895,825","$895,825"
"Sep 03, 2022",$87.34,$87.71,$86.36,$87.03,"$814,098","$814,098"
"Sep 02, 2022",$85.64,$88.85,$85.15,$87.35,"$1,182,326","$1,182,326"
"Sep 01, 2022",$85.40,$88.81,$84.79,$85.64,"$1,974,923","$1,974,923"
"Aug 31, 2022",$87.19,$89.05,$85.25,$85.39,"$1,741,732","$1,741,732"
"Aug 30, 2022",$91.68,$91.68,$85.38,$87.19,"$1,813,120","$1,813,120"
"Aug 29, 2022",$85.87,$91.99,$85.62,$91.70,"$1,810,185","$1,810,185"
"Aug 28, 2022",$89.28,$89.41,$85.88,$85.88,"$1,415,237","$1,415,237"
"Aug 27, 2022",$90.85,$91.79,$88.35,$89.28,"$1,618,346","$1,618,346"
"Aug 26, 2022",$97.44,$98.46,$90.03,$90.84,"$2,402,683","$2,402,683"
"Aug 25, 2022",$97.04,$99.94,$95.74,$97.44,"$1,843,845","$1,843,845"
"Aug 24, 2022",$95.91,$99.65,$93.64,$97.05,"$1,820,283","$1,820,283"
"Aug 23, 2022",$98.09,$99.00,$95.14,$95.88,"$2,345,227","$2,345,227"
"Aug 22, 2022",$98.76,$100.94,$97.09,$98.41,"$1,721,804","$1,721,804"
"Aug 21, 2022",$96.84,$100.58,$96.64,$98.75,"$1,938,791","$1,938,791"
"Aug 20, 2022",$97.41,$99.11,$96.32,$96.83,"$2,440,744","$2,440,744"
"Aug 19, 2022",$110.69,$110.92,$97.09,$97.41,"$2,286,604","$2,286,604"
"Aug 18, 2022",$112.33,$113.86,$110.61,$110.67,"$2,279,967","$2,279,967"
"Aug 17, 2022",$114.04,$117.27,$112.17,$112.30,"$2,536,788","$2,536,788"
"Aug 16, 2022",$117.40,$119.27,$113.65,$114.04,"$2,319,977","$2,319,977"
